"FECHA_CORTE","ANIO_EJEC","SECTOR","PLIEGO","UNIDAD_EJECUTORA","SEC_EJEC","PROGRAMA_PPTAL","TIPO_PROD_PROY","PRODUCTO_PROYECTO","TIPO_ACT_OBRA_ACCINV","ACT_OBRA_ACCINV","FUNCION","DIVISION_FN","GRUPO_FN","META","FINALIDAD","UNIDAD_MEDIDA","CANT_META_ANUAL","CANT_META_SEM","AVAN_FISICO_ANUAL","AVAN_FISICO_SEM","SEC_FUNC","DEPARTAMENTO","PROVINCIA","DISTRITO","UBIGEO","FUENTE_FINANC","RUBRO","CATEGORIA_GASTO","TIPO_TRANSACCION","GENERICA","SUBGENERICA","SUBGENERICA_DET","ESPECIFICA","ESPECIFICA_DET","MTO_PIA","MTO_MODIFICACIONES","MTO_PIM","MTO_CERTIFICADO","MTO_COMPRO_ANUAL","MTO_AT_COMP_01","MTO_AT_COMP_02","MTO_AT_COMP_03","MTO_AT_COMP_04","MTO_AT_COMP_05","MTO_AT_COMP_06","MTO_AT_COMP_07","MTO_AT_COMP_08","MTO_AT_COMP_09","MTO_AT_COMP_10","MTO_AT_COMP_11","MTO_AT_COMP_12","MTO_DEVENGA_01","MTO_DEVENGA_02","MTO_DEVENGA_03","MTO_DEVENGA_04","MTO_DEVENGA_05","MTO_DEVENGA_06","MTO_DEVENGA_07","MTO_DEVENGA_08","MTO_DEVENGA_09","MTO_DEVENGA_10","MTO_DEVENGA_11","MTO_DEVENGA_12","MTO_GIRADO_01","MTO_GIRADO_02","MTO_GIRADO_03","MTO_GIRADO_04","MTO_GIRADO_05","MTO_GIRADO_06","MTO_GIRADO_07","MTO_GIRADO_08","MTO_GIRADO_09","MTO_GIRADO_10","MTO_GIRADO_11","MTO_GIRADO_12","MTO_PAGADO_01","MTO_PAGADO_02","MTO_PAGADO_03","MTO_PAGADO_04","MTO_PAGADO_05","MTO_PAGADO_06","MTO_PAGADO_07","MTO_PAGADO_08","MTO_PAGADO_09","MTO_PAGADO_10","MTO_PAGADO_11","MTO_PAGADO_12"
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5002358.GESTION DE LAS PRESTACIONES SOCIALES","23.PROTECCION SOCIAL","051.ASISTENCIA SOCIAL","0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS",16,"0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS)","00043.ESTABLECIMIENTO",0,1,0,1,53,"LAMBAYEQUE","CHICLAYO","MULTIDISTRITAL","140199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","2.SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION","2.SERVICIOS DE TELEFONIA E INTERNET","1.SERVICIO DE TELEFONIA MOVIL",0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5002358.GESTION DE LAS PRESTACIONES SOCIALES","23.PROTECCION SOCIAL","051.ASISTENCIA SOCIAL","0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS",12,"0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS)","00043.ESTABLECIMIENTO",0,51,0,51,49,"HUANCAVELICA","HUANCAVELICA","MULTIDISTRITAL","090199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","1.COMPRA DE BIENES","7.ENSERES","1.ENSERES","1.ENSERES",36970,-31435,5535,5534.20,5534.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5534.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5534.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5534.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5534.20,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9001.ACCIONES CENTRALES","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5000003.GESTION ADMINISTRATIVA","23.PROTECCION SOCIAL","006.GESTION","0008.ASESORAMIENTO Y APOYO",7,"0000888.GESTION ADMINISTRATIVA","00248.REPORTE",0,6,0,6,10,"AYACUCHO","LUCANAS","MULTIDISTRITAL","050699","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","5.ALQUILERES DE MUEBLES E INMUEBLES","1.ALQUILERES DE MUEBLES E INMUEBLES","1.DE EDIFICIOS Y ESTRUCTURAS",21600,0,21600,21600.00,21600.00,5400.00,0.00,0.00,16200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3600.00,0.00,1800.00,3600.00,1800.00,1800.00,1800.00,1800.00,1800.00,1800.00,1800.00,0.00,3600.00,0.00,1800.00,3600.00,0.00,1800.00,3600.00,1800.00,1800.00,1800.00,1800.00,5400.00,0.00,0.00,16200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9001.ACCIONES CENTRALES","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5000003.GESTION ADMINISTRATIVA","23.PROTECCION SOCIAL","006.GESTION","0008.ASESORAMIENTO Y APOYO",16,"0000888.GESTION ADMINISTRATIVA","00248.REPORTE",0,6,0,6,19,"PASCO","PASCO","MULTIDISTRITAL","190199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","2.SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION","3.SERVICIOS DE MENSAJERIA, TELECOMUNICACIONES Y OTROS AFINES","1.CORREOS Y SERVICIOS DE MENSAJERIA",3642,-2633,1009,1009.00,1009.00,300.00,57.00,0.00,53.00,0.00,468.00,62.00,55.00,14.00,0.00,0.00,0.00,300.00,57.00,0.00,53.00,0.00,468.00,62.00,55.00,14.00,0.00,0.00,0.00,300.00,14.00,43.00,53.00,0.00,443.00,87.00,55.00,14.00,0.00,0.00,0.00,300.00,57.00,0.00,53.00,0.00,468.00,62.00,55.00,14.00,0.00,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5002358.GESTION DE LAS PRESTACIONES SOCIALES","23.PROTECCION SOCIAL","051.ASISTENCIA SOCIAL","0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS",21,"0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS)","00043.ESTABLECIMIENTO",0,9,0,9,58,"PASCO","PASCO","MULTIDISTRITAL","190199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","1.COMPRA DE BIENES","3.COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES","1.COMBUSTIBLES, CARBURANTES, LUBRICANTES Y AFINES","3.LUBRICANTES, GRASAS Y AFINES",1478,-938,540,540.00,540.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,0.00,0.00,0.00,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9001.ACCIONES CENTRALES","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5000001.PLANEAMIENTO Y PRESUPUESTO","23.PROTECCION SOCIAL","004.PLANEAMIENTO GUBERNAMENTAL","0005.PLANEAMIENTO INSTITUCIONAL",1,"0220270.ACCIONES DE PLANEAMIENTO, PRESUPUESTO Y MODERNIZACION","00060.INFORME",0,6,0,6,2,"LIMA","LIMA","LIMA","150101","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","8.CONTRATO ADMINISTRATIVO DE SERVICIOS","1.CONTRATO ADMINISTRATIVO DE SERVICIOS","10.OTROS BONOS EXTRAORDINARIOS",0,1200,1200,1200.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5002358.GESTION DE LAS PRESTACIONES SOCIALES","23.PROTECCION SOCIAL","051.ASISTENCIA SOCIAL","0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS",10,"0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS)","00043.ESTABLECIMIENTO",0,20,0,20,47,"CAJAMARCA","CAJAMARCA","MULTIDISTRITAL","060199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","2.SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION","2.SERVICIOS DE TELEFONIA E INTERNET","3.SERVICIO DE INTERNET",118604,-22382,96222,96221.64,96221.64,0.00,0.00,4676.85,0.00,7604.07,10722.22,49608.14,0.00,0.00,23610.36,0.00,0.00,0.00,0.00,4676.85,0.00,7604.07,10722.22,0.00,41738.02,7870.12,7870.12,7870.12,7870.12,0.00,0.00,0.00,4676.85,0.00,7604.07,10722.22,41738.02,7870.12,7870.12,7870.12,7870.12,0.00,0.00,4676.85,0.00,7604.07,10722.22,49608.14,0.00,0.00,23610.36,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5002358.GESTION DE LAS PRESTACIONES SOCIALES","23.PROTECCION SOCIAL","051.ASISTENCIA SOCIAL","0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS",16,"0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS)","00043.ESTABLECIMIENTO",0,1,0,1,53,"LAMBAYEQUE","CHICLAYO","MULTIDISTRITAL","140199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","2.SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION","2.SERVICIOS DE TELEFONIA E INTERNET","3.SERVICIO DE INTERNET",10145,19519,29664,29663.86,29663.86,0.00,0.00,0.00,0.00,0.00,5257.70,16536.05,0.00,0.00,7870.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5257.70,0.00,13912.68,2623.37,2623.37,2623.37,2623.37,0.00,0.00,0.00,0.00,0.00,0.00,5257.70,13912.68,2623.37,2623.37,2623.37,2623.37,0.00,0.00,0.00,0.00,0.00,5257.70,16536.05,0.00,0.00,7870.11,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9001.ACCIONES CENTRALES","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5000003.GESTION ADMINISTRATIVA","23.PROTECCION SOCIAL","006.GESTION","0008.ASESORAMIENTO Y APOYO",5,"0000888.GESTION ADMINISTRATIVA","00248.REPORTE",0,6,0,6,8,"AREQUIPA","AREQUIPA","MULTIDISTRITAL","040199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","5.ALQUILERES DE MUEBLES E INMUEBLES","1.ALQUILERES DE MUEBLES E INMUEBLES","1.DE EDIFICIOS Y ESTRUCTURAS",34800,-5800,29000,29000.00,29000.00,14500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14500.00,0.00,0.00,0.00,2900.00,2900.00,2900.00,2900.00,2900.00,0.00,0.00,0.00,5800.00,2900.00,5800.00,0.00,0.00,5800.00,2900.00,2900.00,2900.00,0.00,0.00,0.00,0.00,8700.00,2900.00,2900.00,14500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14500.00,0.00,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5002358.GESTION DE LAS PRESTACIONES SOCIALES","23.PROTECCION SOCIAL","051.ASISTENCIA SOCIAL","0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS",23,"0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS)","00043.ESTABLECIMIENTO",0,61,0,61,60,"PUNO","PUNO","MULTIDISTRITAL","210199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","4.SERVICIO DE MANTENIMIENTO, ACONDICIONAMIENTO Y  REPARACIONES","7.DE MAQUINARIAS Y EQUIPOS","1.DE MAQUINARIAS Y EQUIPOS",1803,36597,38400,38400.00,38400.00,0.00,0.00,0.00,0.00,0.00,0.00,38400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,31400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38400.00,0.00,0.00,0.00,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9001.ACCIONES CENTRALES","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5000003.GESTION ADMINISTRATIVA","23.PROTECCION SOCIAL","006.GESTION","0008.ASESORAMIENTO Y APOYO",16,"0000888.GESTION ADMINISTRATIVA","00248.REPORTE",0,6,0,6,19,"PASCO","PASCO","MULTIDISTRITAL","190199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","2.SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION","1.SERVICIOS DE ENERGIA ELECTRICA, AGUA Y GAS","1.SERVICIO DE SUMINISTRO DE ENERGIA ELECTRICA",1159,-297,862,861.40,861.40,171.40,70.70,72.20,70.60,0.00,147.60,70.70,61.90,64.00,0.00,132.30,0.00,171.40,70.70,72.20,70.60,0.00,147.60,70.70,61.90,64.00,0.00,132.30,0.00,171.40,0.00,142.90,70.60,0.00,71.50,146.80,61.90,0.00,64.00,132.30,0.00,171.40,70.70,72.20,70.60,0.00,147.60,70.70,61.90,64.00,0.00,132.30,132.30
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9001.ACCIONES CENTRALES","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5000003.GESTION ADMINISTRATIVA","23.PROTECCION SOCIAL","006.GESTION","0008.ASESORAMIENTO Y APOYO",10,"0000888.GESTION ADMINISTRATIVA","00248.REPORTE",0,6,0,6,13,"HUANCAVELICA","HUANCAVELICA","MULTIDISTRITAL","090199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","2.SERVICIOS BASICOS, COMUNICACIONES, PUBLICIDAD Y DIFUSION","1.SERVICIOS DE ENERGIA ELECTRICA, AGUA Y GAS","1.SERVICIO DE SUMINISTRO DE ENERGIA ELECTRICA",1708,349,2057,2056.10,2056.10,300.00,126.10,111.40,126.30,196.50,164.20,144.20,162.20,142.00,273.00,0.00,310.20,300.00,126.10,111.40,126.30,196.50,164.20,144.20,162.20,142.00,273.00,0.00,310.20,300.00,126.10,111.40,126.30,196.50,164.20,144.20,162.20,142.00,135.40,137.60,310.20,300.00,126.10,111.40,126.30,196.50,164.20,144.20,162.20,142.00,273.00,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9001.ACCIONES CENTRALES","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5000003.GESTION ADMINISTRATIVA","23.PROTECCION SOCIAL","006.GESTION","0008.ASESORAMIENTO Y APOYO",16,"0000888.GESTION ADMINISTRATIVA","00248.REPORTE",0,6,0,6,19,"PASCO","PASCO","MULTIDISTRITAL","190199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","8.CONTRATO ADMINISTRATIVO DE SERVICIOS","1.CONTRATO ADMINISTRATIVO DE SERVICIOS","1.CONTRATO ADMINISTRATIVO DE SERVICIOS",108000,771,108771,108770.28,108770.28,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19,9064.19
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5002358.GESTION DE LAS PRESTACIONES SOCIALES","23.PROTECCION SOCIAL","051.ASISTENCIA SOCIAL","0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS",21,"0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS)","00043.ESTABLECIMIENTO",0,9,0,9,58,"PASCO","PASCO","MULTIDISTRITAL","190199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","9.LOCACIÓN DE SERVICIOS RELACIONADAS AL ROL DE LA ENTIDAD","1.LOCACIÓN DE SERVICIOS RELACIONADAS AL ROL DE LA ENTIDAD","1.LOCACIÓN DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD",151269,-42855,108414,108414.00,108414.00,84864.00,0.00,0.00,0.00,6800.00,0.00,0.00,10050.00,0.00,0.00,6700.00,0.00,7344.00,7344.00,7344.00,7344.00,7344.00,7344.00,7344.00,10660.50,10728.50,10829.00,12394.00,12394.00,7344.00,7344.00,4896.00,9792.00,7344.00,0.00,7344.00,14713.50,10703.00,10728.50,12461.00,15744.00,84864.00,0.00,0.00,0.00,6800.00,0.00,0.00,10050.00,0.00,0.00,6700.00,6700.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5002358.GESTION DE LAS PRESTACIONES SOCIALES","23.PROTECCION SOCIAL","051.ASISTENCIA SOCIAL","0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS",20,"0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS)","00043.ESTABLECIMIENTO",0,2,0,2,57,"MOQUEGUA","MARISCAL NIETO","MULTIDISTRITAL","180199","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","9.LOCACIÓN DE SERVICIOS RELACIONADAS AL ROL DE LA ENTIDAD","1.LOCACIÓN DE SERVICIOS RELACIONADAS AL ROL DE LA ENTIDAD","1.LOCACIÓN DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD",101910,-70452,31458,31458.00,31458.00,12675.00,15200.00,0.00,0.00,3583.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3291.00,1632.00,4948.00,4132.00,1074.90,5772.10,0.00,1632.00,3264.00,1632.00,2040.00,2040.00,0.00,4107.00,5764.00,2500.00,2706.90,4140.10,1632.00,1632.00,1632.00,1632.00,1632.00,4080.00,12675.00,14180.00,0.00,0.00,3583.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20230201,2023,"40. DESARROLLO E INCLUSION SOCIAL","040. MINISTERIO DE DESARROLLO E INCLUSION SOCIAL","008. PROGRAMA NACIONAL PLATAFORMAS DE ACCION  PARA LA INCLUSION SOCIAL - PAIS",1674,"9002.ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS","3.PRODUCTO","3999999.SIN PRODUCTO","5.ACTIVIDAD","5002358.GESTION DE LAS PRESTACIONES SOCIALES","23.PROTECCION SOCIAL","051.ASISTENCIA SOCIAL","0114.DESARROLLO DE CAPACIDADES SOCIALES Y ECONOMICAS",15,"0235454.MANTENIMIENTO Y OPERATIVIDAD DE LAS PLATAFORMAS DE SERVICIOS FIJOS (TAMBOS)","00043.ESTABLECIMIENTO",0,10,0,10,52,"LA LIBERTAD","TRUJILLO","TRUJILLO","130101","1.RECURSOS ORDINARIOS","00.RECURSOS ORDINARIOS","5.GASTOS CORRIENTES","2.GASTOS PRESUPUESTARIOS","3.BIENES Y SERVICIOS","2.CONTRATACION DE SERVICIOS","8.CONTRATO ADMINISTRATIVO DE SERVICIOS","1.CONTRATO ADMINISTRATIVO DE SERVICIOS","5.VACACIONES TRUNCAS DE C.A.S.",0,2503,2503,2502.43,2502.43,0.00,0.00,0.00,0.00,0.00,1736.38,0.00,0.00,0.00,766.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1736.38,0.00,0.00,0.00,766.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1736.38,0.00,0.00,675.34,90.71,0.00,0.00,0.00,0.00,0.00,0.00,1736.38,0.00,0.00,0.00,766.05,0.00,0.00
